propertyCode,thumbnail,externalReference,numPhotos,floor,price,priceInfo,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,parkingSpace,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,topPlus,highlight,neighborhood,newDevelopmentFinished
33403195,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/0e/dd/c4/244153603.jpg,APTPP104,17,7,510000.0,{'price': {'amount': 510000.0}},flat,sale,56.0,1,1,Lapa,Lisboa,Estrela,Lapa,pt,38.7066496,-9.1664597,False,https://www.idealista.pt/empreendimento/33403195/,"Apartamento de 1 dormitorio, con 55,75 m2 de área privada bruta en Infante Residences. Se trata de una promoción de obra nueva en Estrela, que es el resultado de un proyecto de rehabilitación en un edificio ubicado en la Av. Santo Infante. Compuesto por 45 apartamentos de tipologías T1, T2, T2+1 y T3 y 2 Locales con acabados, revestimientos, materiales de calidad y acceso al Roftop con piscina con vistas al río Tajo y al Puente 25 de Abril.  Su ubicación está rodeada de varios puntos de transporte público, servicios, comercio y restauración, sumándose a la futura estación de metro de Infante Santos prevista para el año 2025, año que coincide con la finalización del proyecto de Infante Residences.  Materiales, Acabados, Equipos Recibidor, Salón, Cocina, Dormitorios: Pavimentos - Multicapas en madera de roble;  Zócalos - MDF lacado blanco mate;  Paredes - Yeso o estuco rociado / yeso laminado de color blanco;  Techo - Yeso o estuco proyectado/yeso laminado de color blanco.  Cocina:  Muebles de cocina lacados, grifería monomando, equipos empotrados, marca SMEG o equivalente, compuestos por, combinados (frigorífico + congelador),  Lavavajillas empotrado, vitrocerámica, campana extractora empotrada, horno microondas de vidrio combinable u horno de vidrio combinable + microondas, lavadora y secadora.  Instalaciones sanitarias: Suelo: mosaico cerámico blanco mate;  Zócalos - MDF lacado blanco mate;  Paredes - Mosaico cerámico blanco mate; Barra base blanca comentada con acabado de barniz  Techo;  Pintura acuosa mate con base vinílica, anti hongos, blanco mate, sobre estuco o placa de yeso laminado hidrófugo.   Equipamiento para instalaciones sanitarias y aseos:  Inodoro y bidé suspendidos; Lavabo sobre encimera; Encimera con lavabo de resina sintética esculpida o lavabo suspendido Grifería monomando cromada; Cisternas empotradas; Espejos.  Otros elementos: Sistema de aire acondicionado para calefacción/refrigeración; Aparamenta eléctrica Efapel o del mismo segmento; Preinstalación de toalleros; Videoportero; Puerta de seguridad; Marcos de doble acristalamiento.  Categoría Energética: A  ref: APTPP104.",False,newdevelopment,True,True,,9107.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,,,False
33403194,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/4f/eb/6a/244153592.jpg,APTPP107,17,8,530000.0,{'price': {'amount': 530000.0}},flat,sale,56.0,1,1,Lapa,Lisboa,Estrela,Lapa,pt,38.7047062,-9.1693261,False,https://www.idealista.pt/empreendimento/33403194/,"Apartamento de 1 dormitorio, con 55,75 m2 de área privada bruta en Infante Residences. Se trata de una promoción de obra nueva en Estrela, que es el resultado de un proyecto de rehabilitación en un edificio ubicado en la Av. Infanta Santos. Compuesto por 45 apartamentos de tipologías T1, T2, T2+1 y T3 y 2 Locales con acabados, revestimientos, materiales de calidad y acceso al Roftop con piscina con vistas al río Tajo y al Puente 25 de Abril.  Su ubicación está rodeada de varios puntos de transporte público, servicios, comercio y restauración, sumándose a la futura estación de metro de Infante Santos prevista para el año 2025, año que coincide con la finalización del proyecto de Infante Residences.  Materiales, Acabados, Equipos Recibidor, Salón, Cocina, Dormitorios: Pavimentos - Multicapas en madera de roble;  Zócalos - MDF lacado blanco mate;  Paredes - Yeso o estuco rociado / yeso laminado de color blanco;  Techo - Yeso o estuco proyectado/yeso laminado de color blanco.  Cocina:  Muebles de cocina lacados, grifería monomando, equipos empotrados, marca SMEG o equivalente, compuestos por, combinados (frigorífico + congelador),  Lavavajillas empotrado, vitrocerámica, campana extractora empotrada, horno microondas de vidrio combinable u horno de vidrio combinable + microondas, lavadora y secadora.  Instalaciones sanitarias: Suelo: mosaico cerámico blanco mate;  Zócalos - MDF lacado blanco mate;  Paredes - Mosaico cerámico blanco mate; Barra base blanca comentada con acabado de barniz  Techo;  Pintura acuosa mate con base vinílica, anti hongos, blanco mate, sobre estuco o placa de yeso laminado hidrófugo.   Equipamiento para instalaciones sanitarias y aseos:  Inodoro y bidé suspendidos; Lavabo sobre encimera; Encimera con lavabo de resina sintética esculpida o lavabo suspendido Grifería monomando cromada; Cisternas empotradas; Espejos.  Otros elementos: Sistema de aire acondicionado para calefacción/refrigeración; Aparamenta eléctrica Efapel o del mismo segmento; Preinstalación de toalleros; Videoportero; Puerta de seguridad; Marcos de doble acristalamiento.  Categoría Energética: A  ref: APTPP107.",False,newdevelopment,True,True,,9464.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,,,False
33403193,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/9a/7a/cc/244153578.jpg,APTPP105,17,7,915000.0,{'price': {'amount': 915000.0}},flat,sale,116.0,2,3,Lapa,Lisboa,Estrela,Lapa,pt,38.707923,-9.1690779,False,https://www.idealista.pt/empreendimento/33403193/,"Apartamento de 2+1 dormitorios, con 115,85 m2 de superficie bruta privada en Infante Residences. Se trata de una promoción de obra nueva en Estrela, que es el resultado de un proyecto de rehabilitación en un edificio ubicado en la Av. Infante Santos. Compuesto por 45 apartamentos de tipologías T1, T2, T2+1 y T3 y 2 Locales con acabados, revestimientos, materiales de calidad y acceso a Roftop con piscina con vistas al río Tajo y al Puente 25 de Abril.  Su ubicación está rodeada de varios puntos de transporte público, servicios, comercio y restauración, sumándose a la futura estación de metro de Infante Santos prevista para el año 2025, año que coincide con la finalización del proyecto de Infante Residences.  Materiales, Acabados, Equipos Recibidor, Salón, Cocina, Dormitorios: Pavimentos - Multicapas en madera de roble;  Zócalos - MDF lacado blanco mate;  Paredes - Yeso o estuco rociado / yeso laminado de color blanco;  Techo - Yeso o estuco proyectado/yeso laminado de color blanco.  Cocina:  Armarios de cocina lacados, grifo monomando, equipos empotrados, marca SMEG o equivalente, constituidos por, combinados (frigorífico + congelador),  Lavavajillas empotrado, vitrocerámica, campana extractora empotrada, horno microondas de cristal empotrado u horno de cristal empotrado + microondas, lavadora y secadora.  Instalaciones sanitarias: Suelo: mosaico cerámico blanco mate;  Zócalos - MDF lacado blanco mate;  Paredes - Mosaico cerámico blanco mate; Barra base blanca comentada con acabado de barniz  Techo;  Pintura acuosa mate con base vinílica, anti hongos, blanco mate, sobre estuco o placa de yeso laminado hidrófugo.   Equipamiento para instalaciones sanitarias y aseos:  Inodoro y bidé suspendidos; Lavabo sobre encimera; Encimera con lavabo de resina sintética esculpida o lavabo suspendido Grifería monomando cromada; Cisternas empotradas; Espejos.  Otros elementos: Sistema de aire acondicionado para calefacción/refrigeración; Aparamenta eléctrica Efapel o del mismo segmento; Preinstalación de toalleros; Videoportero; Puerta de seguridad; Marcos de doble acristalamiento.  Categoría Energética: A  ref: APTPP105.",False,newdevelopment,True,True,,7888.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,,,False
33403191,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/dc/81/dc/244153553.jpg,APTPP108,17,8,540000.0,{'price': {'amount': 540000.0}},flat,sale,60.0,1,1,Lapa,Lisboa,Estrela,Lapa,pt,38.7072066,-9.1686458,False,https://www.idealista.pt/empreendimento/33403191/,"Apartamento de 1 dormitorio, con 60,15 m2 de área privada bruta en Infante Residences. Se trata de una promoción de obra nueva en Estrela, que es el resultado de un proyecto de rehabilitación en un edificio ubicado en la Av. Infanta Santos. Compuesto por 45 apartamentos de tipologías T1, T2, T2+1 y T3 y 2 Locales con acabados, revestimientos, materiales de calidad y acceso al Roftop con piscina con vistas al río Tajo y al Puente 25 de Abril.  Su ubicación está rodeada de varios puntos de transporte público, servicios, comercio y restauración, sumándose a la futura estación de metro de Infante Santos prevista para el año 2025, año que coincide con la finalización del proyecto de Infante Residences.  Materiales, Acabados, Equipos Recibidor, Salón, Cocina, Dormitorios: Pavimentos - Multicapas en madera de roble;  Zócalos - MDF lacado blanco mate;  Paredes - Yeso o estuco rociado / yeso laminado de color blanco;  Techo - Yeso o estuco proyectado/yeso laminado de color blanco.  Cocina:  Muebles de cocina lacados, grifería monomando, equipos empotrados, marca SMEG o equivalente, compuestos por, combinados (frigorífico + congelador),  Lavavajillas empotrado, vitrocerámica, campana extractora empotrada, horno microondas de vidrio combinable u horno de vidrio combinable + microondas, lavadora y secadora.  Instalaciones sanitarias: Suelo: mosaico cerámico blanco mate;  Zócalos - MDF lacado blanco mate;  Paredes - Mosaico cerámico blanco mate; Barra base blanca comentada con acabado de barniz  Techo;  Pintura acuosa mate con base vinílica, anti hongos, blanco mate, sobre estuco o placa de yeso laminado hidrófugo.   Equipamiento para instalaciones sanitarias y aseos:  Inodoro y bidé suspendidos; Lavabo sobre encimera; Encimera con lavabo de resina sintética esculpida o lavabo suspendido Grifería monomando cromada; Cisternas empotradas; Espejos.  Otros elementos: Sistema de aire acondicionado para calefacción/refrigeración; Aparamenta eléctrica Efapel o del mismo segmento; Preinstalación de toalleros; Videoportero; Puerta de seguridad; Marcos de doble acristalamiento.  Categoría Energética: A  ref: APTPP108.",False,newdevelopment,True,True,,9000.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,,,False
33403190,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/23/3e/92/244153539.jpg,APTPP109,17,8,950000.0,{'price': {'amount': 950000.0}},flat,sale,116.0,2,3,Lapa,Lisboa,Estrela,Lapa,pt,38.7074921,-9.1681758,False,https://www.idealista.pt/empreendimento/33403190/,"Apartamento de 2+1 dormitorios, con 115,85 m2 de superficie bruta privada en Infante Residences. Se trata de una promoción de obra nueva en Estrela, que es el resultado de un proyecto de rehabilitación en un edificio ubicado en la Av. Infante Santos. Compuesto por 45 apartamentos de tipologías T1, T2, T2+1 y T3 y 2 Locales con acabados, revestimientos, materiales de calidad y acceso a Roftop con piscina con vistas al río Tajo y al Puente 25 de Abril.  Su ubicación está rodeada de varios puntos de transporte público, servicios, comercio y restauración, sumándose a la futura estación de metro de Infante Santos prevista para el año 2025, año que coincide con la finalización del proyecto de Infante Residences.  Materiales, Acabados, Equipos Recibidor, Salón, Cocina, Dormitorios: Pavimentos - Multicapas en madera de roble;  Zócalos - MDF lacado blanco mate;  Paredes - Yeso o estuco rociado / yeso laminado de color blanco;  Techo - Yeso o estuco proyectado/yeso laminado de color blanco.  Cocina:  Armarios de cocina lacados, grifo monomando, equipos empotrados, marca SMEG o equivalente, constituidos por, combinados (frigorífico + congelador),  Lavavajillas empotrado, vitrocerámica, campana extractora empotrada, horno microondas de cristal empotrado u horno de cristal empotrado + microondas, lavadora y secadora.  Instalaciones sanitarias: Suelo: mosaico cerámico blanco mate;  Zócalos - MDF lacado blanco mate;  Paredes - Mosaico cerámico blanco mate; Barra base blanca comentada con acabado de barniz  Techo;  Pintura acuosa mate con base vinílica, anti hongos, blanco mate, sobre estuco o placa de yeso laminado hidrófugo.   Equipamiento para instalaciones sanitarias y aseos:  Inodoro y bidé suspendidos; Lavabo sobre encimera; Encimera con lavabo de resina sintética esculpida o lavabo suspendido Grifería monomando cromada; Cisternas empotradas; Espejos.  Otros elementos: Sistema de aire acondicionado para calefacción/refrigeración; Aparamenta eléctrica Efapel o del mismo segmento; Preinstalación de toalleros; Videoportero; Puerta de seguridad; Marcos de doble acristalamiento.  Categoría Energética: A  ref: APTPP109.",False,newdevelopment,True,True,,8190.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,,,False
33403188,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/c5/05/7c/244153514.jpg,APTPP111,17,9,550000.0,{'price': {'amount': 550000.0}},flat,sale,56.0,1,1,Lapa,Lisboa,Estrela,Lapa,pt,38.7070758,-9.1684258,False,https://www.idealista.pt/empreendimento/33403188/,"Apartamento de 1 dormitorio, con 55,75 m2 de área privada bruta en Infante Residences. Se trata de una promoción de obra nueva en Estrela, que es el resultado de un proyecto de rehabilitación en un edificio ubicado en la Av. Santo Infante. Compuesto por 45 apartamentos de tipologías T1, T2, T2+1 y T3 y 2 Locales con acabados, revestimientos, materiales de calidad y acceso al Roftop con piscina con vistas al río Tajo y al Puente 25 de Abril.  Su ubicación está rodeada de varios puntos de transporte público, servicios, comercio y restauración, sumándose a la futura estación de metro de Infante Santos prevista para el año 2025, año que coincide con la finalización del proyecto de Infante Residences.  Materiales, Acabados, Equipos Recibidor, Salón, Cocina, Dormitorios: Pavimentos - Multicapas en madera de roble;  Zócalos - MDF lacado blanco mate;  Paredes - Yeso o estuco rociado / yeso laminado de color blanco;  Techo - Yeso o estuco proyectado/yeso laminado de color blanco.  Cocina:  Muebles de cocina lacados, grifería monomando, equipos empotrados, marca SMEG o equivalente, compuestos por, combinados (frigorífico + congelador),  Lavavajillas empotrado, vitrocerámica, campana extractora empotrada, horno microondas de vidrio combinable u horno de vidrio combinable + microondas, lavadora y secadora.  Instalaciones sanitarias: Suelo: mosaico cerámico blanco mate;  Zócalos - MDF lacado blanco mate;  Paredes - Mosaico cerámico blanco mate; Barra base blanca comentada con acabado de barniz  Techo;  Pintura acuosa mate con base vinílica, anti hongos, blanco mate, sobre estuco o placa de yeso laminado hidrófugo.   Equipamiento para instalaciones sanitarias y aseos:  Inodoro y bidé suspendidos; Lavabo sobre encimera; Encimera con lavabo de resina sintética esculpida o lavabo suspendido Grifería monomando cromada; Cisternas empotradas; Espejos.  Otros elementos: Sistema de aire acondicionado para calefacción/refrigeración; Aparamenta eléctrica Efapel o del mismo segmento; Preinstalación de toalleros; Videoportero; Puerta de seguridad; Marcos de doble acristalamiento.  Categoría Energética: A  ref: APTPP111.",False,newdevelopment,True,True,,9821.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,,,False
33403187,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/d1/df/67/244153503.jpg,APTPP113,17,9,560000.0,{'price': {'amount': 560000.0}},flat,sale,58.0,1,1,Lapa,Lisboa,Estrela,Lapa,pt,38.7082581,-9.1674029,False,https://www.idealista.pt/empreendimento/33403187/,"Apartamento de 1 dormitorio, con 57,70 m2 de área privada bruta en Infante Residences. Se trata de una promoción de obra nueva en Estrela, que es el resultado de un proyecto de rehabilitación en un edificio ubicado en la Av. Santo Infante. Compuesto por 45 apartamentos de tipologías T1, T2, T2+1 y T3 y 2 Locales con acabados, revestimientos, materiales de calidad y acceso al Roftop con piscina con vistas al río Tajo y al Puente 25 de Abril.  Su ubicación está rodeada de varios puntos de transporte público, servicios, comercio y restauración, sumándose a la futura estación de metro de Infante Santos prevista para el año 2025, año que coincide con la finalización del proyecto de Infante Residences.  Materiales, Acabados, Equipos Recibidor, Salón, Cocina, Dormitorios: Pavimentos - Multicapas en madera de roble;  Zócalos - MDF lacado blanco mate;  Paredes - Yeso o estuco rociado / yeso laminado de color blanco;  Techo - Yeso o estuco proyectado/yeso laminado de color blanco.  Cocina:  Muebles de cocina lacados, grifería monomando, equipos empotrados, marca SMEG o equivalente, compuestos por, combinados (frigorífico + congelador),  Lavavajillas empotrado, vitrocerámica, campana extractora empotrada, horno microondas de vidrio combinable u horno de vidrio combinable + microondas, lavadora y secadora.  Instalaciones sanitarias: Suelo: mosaico cerámico blanco mate;  Zócalos - MDF lacado blanco mate;  Paredes - Mosaico cerámico blanco mate; Barra base blanca comentada con acabado de barniz  Techo;  Pintura acuosa mate con base vinílica, anti hongos, blanco mate, sobre estuco o placa de yeso laminado hidrófugo.   Equipamiento para instalaciones sanitarias y aseos:  Inodoro y bidé suspendidos; Lavabo sobre encimera; Encimera con lavabo de resina sintética esculpida o lavabo suspendido Grifería monomando cromada; Cisternas empotradas; Espejos.  Otros elementos: Sistema de aire acondicionado para calefacción/refrigeración; Aparamenta eléctrica Efapel o del mismo segmento; Preinstalación de toalleros; Videoportero; Puerta de seguridad; Marcos de doble acristalamiento.  Categoría Energética: A  ref: APTPP113.",False,newdevelopment,True,True,,9655.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,,,False
33403186,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/4b/d6/c8/244153489.jpg,APTPP114,17,9,985000.0,{'price': {'amount': 985000.0}},flat,sale,116.0,2,3,Lapa,Lisboa,Estrela,Lapa,pt,38.7074757,-9.1667488,False,https://www.idealista.pt/empreendimento/33403186/,"Apartamento de 2+1 dormitorios, con 115,85 m2 de superficie bruta privada en Infante Residences. Se trata de una promoción de obra nueva en Estrela, que es el resultado de un proyecto de rehabilitación en un edificio ubicado en la Av. Santo Infante. Compuesto por 45 apartamentos de tipologías T1, T2, T2+1 y T3 y 2 Locales con acabados, revestimientos, materiales de calidad y acceso a Roftop con piscina con vistas al río Tajo y al Puente 25 de Abril.  Su ubicación está rodeada de varios puntos de transporte público, servicios, comercio y restauración, sumándose a la futura estación de metro de Infante Santos prevista para el año 2025, año que coincide con la finalización del proyecto de Infante Residences.  Materiales, Acabados, Equipos Recibidor, Salón, Cocina, Dormitorios: Pavimentos - Multicapas en madera de roble;  Zócalos - MDF lacado blanco mate;  Paredes - Yeso o estuco rociado / yeso laminado de color blanco;  Techo - Yeso o estuco proyectado/yeso laminado de color blanco.  Cocina:  Armarios de cocina lacados, grifo monomando, equipos empotrados, marca SMEG o equivalente, constituidos por, combinados (frigorífico + congelador),  Lavavajillas empotrado, vitrocerámica, campana extractora empotrada, horno microondas de cristal empotrado u horno de cristal empotrado + microondas, lavadora y secadora.  Instalaciones sanitarias: Suelo: mosaico cerámico blanco mate;  Zócalos - MDF lacado blanco mate;  Paredes - Mosaico cerámico blanco mate; Barra base blanca comentada con acabado de barniz  Techo;  Pintura acuosa mate con base vinílica, anti hongos, blanco mate, sobre estuco o placa de yeso laminado hidrófugo.   Equipamiento para instalaciones sanitarias y aseos:  Inodoro y bidé suspendidos; Lavabo sobre encimera; Encimera con lavabo de resina sintética esculpida o lavabo suspendido Grifería monomando cromada; Cisternas empotradas; Espejos.  Otros elementos: Sistema de aire acondicionado para calefacción/refrigeración; Aparamenta eléctrica Efapel o del mismo segmento; Preinstalación de toalleros; Videoportero; Puerta de seguridad; Marcos de doble acristalamiento.  Categoría Energética: A  ref: APTPP114.",False,newdevelopment,True,True,,8491.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,,,False
33403183,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/d7/81/db/244153462.jpg,APTPP112,17,9,560000.0,{'price': {'amount': 560000.0}},flat,sale,60.0,1,1,Lapa,Lisboa,Estrela,Lapa,pt,38.7073612,-9.1682509,False,https://www.idealista.pt/empreendimento/33403183/,"Apartamento de 1 dormitorio, con 60,15 m2 de área privada bruta en Infante Residences. Se trata de una promoción de obra nueva en Estrela, que es el resultado de un proyecto de rehabilitación en un edificio ubicado en la Av. Santo Infante. Compuesto por 45 apartamentos de tipologías T1, T2, T2+1 y T3 y 2 Locales con acabados, revestimientos, materiales de calidad y acceso al Roftop con piscina con vistas al río Tajo y al Puente 25 de Abril.  Su ubicación está rodeada de varios puntos de transporte público, servicios, comercio y restauración, sumándose a la futura estación de metro de Infante Santos prevista para el año 2025, año que coincide con la finalización del proyecto de Infante Residences.  Materiales, Acabados, Equipos Recibidor, Salón, Cocina, Dormitorios: Pavimentos - Multicapas en madera de roble;  Zócalos - MDF lacado blanco mate;  Paredes - Yeso o estuco rociado / yeso laminado de color blanco;  Techo - Yeso o estuco proyectado/yeso laminado de color blanco.  Cocina:  Muebles de cocina lacados, grifería monomando, equipos empotrados, marca SMEG o equivalente, compuestos por, combinados (frigorífico + congelador),  Lavavajillas empotrado, vitrocerámica, campana extractora empotrada, horno microondas de vidrio combinable u horno de vidrio combinable + microondas, lavadora y secadora.  Instalaciones sanitarias: Suelo: mosaico cerámico blanco mate;  Zócalos - MDF lacado blanco mate;  Paredes - Mosaico cerámico blanco mate; Barra base blanca comentada con acabado de barniz  Techo;  Pintura acuosa mate con base vinílica, anti hongos, blanco mate, sobre estuco o placa de yeso laminado hidrófugo.   Equipamiento para instalaciones sanitarias y aseos:  Inodoro y bidé suspendidos; Lavabo sobre encimera; Encimera con lavabo de resina sintética esculpida o lavabo suspendido Grifería monomando cromada; Cisternas empotradas; Espejos.  Otros elementos: Sistema de aire acondicionado para calefacción/refrigeración; Aparamenta eléctrica Efapel o del mismo segmento; Preinstalación de toalleros; Videoportero; Puerta de seguridad; Marcos de doble acristalamiento.  Categoría Energética: A  ref: APTPP112.",False,newdevelopment,True,True,,9333.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,,,False
33403181,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/74/61/ca/244153422.jpg,APTTM012,47,,636500.0,{'price': {'amount': 636500.0}},flat,sale,168.0,3,3,Pena,Lisboa,Arroios,Pena,pt,38.7210745,-9.1393767,False,https://www.idealista.pt/empreendimento/33403181/,"Apartamento de 3 dormitorios con 135m2 2 y terraza de 32m2, insertado en el Edificio São Lázaro en el corazón de la zona histórica de la ciudad de Lisboa, cerca del Jardín de Torel, Mouraria y Campos Mártires da Pátria. Situado en la Colina de Santana, el edificio se integra en el paisaje y entorno de los edificios circundantes, constando de 5 plantas, un apartamento por planta. Consta de amplio salón comedor con cocina de 38m2, suite 1 con 18,20m2, suite 2 con 15,35m2, dormitorio 3 con 13,23m2. Acabados de alta calidad, aportándote toda la tranquilidad y confort de un apartamento de lujo.  El apartamento se vende amueblado  Posibilidad de comprar las 5 fracciones juntas.  Categoría Energética: Exento  ref: APTTM012.",False,newdevelopment,True,True,,3789.0,{'typology': 'flat'},"{'subtitle': 'Arroios, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,,,True
33403180,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/74/a0/5f/244153408.jpg,APTTM015,36,3,570000.0,{'price': {'amount': 570000.0}},flat,sale,123.0,3,2,Pena,Lisboa,Arroios,Pena,pt,38.7181059,-9.1369475,False,https://www.idealista.pt/empreendimento/33403180/,"Apartamento de 3 dormitorios con 123,43m2 insertado en el Edificio São Lázaro en el corazón de la zona histórica de la ciudad de Lisboa, cerca de Jardim de Torel, Mouraria y Campos Mártires da Pátria. Situado en la Colina de Santana, el edificio se integra en el paisaje y entorno de los edificios circundantes, constando de 5 plantas, un apartamento por planta. Consta de amplio salón comedor con cocina de 33m2, suite 1 con 13,70m2, dormitorio 2 con 12,64m2, dormitorio 3 con 13,71m2. Acabados de alta calidad, aportándote toda la tranquilidad y confort de un apartamento de lujo. El apartamento se vende amueblado  Posibilidad de comprar las 5 fracciones juntas.  Categoría Energética: Exento  ref: APTTM015.",False,newdevelopment,True,True,,4634.0,{'typology': 'flat'},"{'subtitle': 'Arroios, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,,,True
33403179,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/cb/02/0b/244153392.jpg,APTTM016,33,4,591000.0,{'price': {'amount': 591000.0}},flat,sale,115.0,2,2,Pena,Lisboa,Arroios,Pena,pt,38.7211052,-9.1383426,False,https://www.idealista.pt/empreendimento/33403179/,"Apartamento de 2 dormitorios con 109,14m2 de terraza y 6m2, insertado en el Edificio São Lázaro en el corazón de la zona histórica de la ciudad de Lisboa, cerca de Jardim de Torel, Mouraria y Campos Mártires da Pátria. Situado en la Colina de Santana, el edificio se integra en el paisaje y entorno de los edificios circundantes, constando de 5 plantas, un apartamento por planta. Consta de amplio salón comedor con cocina de 39m2, suite 1 con 12,29m2, dormitorio 2 con 11,88m2. Acabados de alta calidad, aportándote toda la tranquilidad y confort de un apartamento de lujo. El apartamento se vende amueblado.  Posibilidad de comprar las 5 fracciones juntas.  Categoría Energética: Exento  ref: APTTM016.",False,newdevelopment,True,True,,5139.0,{'typology': 'flat'},"{'subtitle': 'Arroios, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,,,True
33403178,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/19/b0/0d/244153379.jpg,APTTM013,36,1,606500.0,{'price': {'amount': 606500.0}},flat,sale,150.0,3,2,Pena,Lisboa,Arroios,Pena,pt,38.7210503,-9.1360907,False,https://www.idealista.pt/empreendimento/33403178/,Categoría Energética: Exento  ref: APTTM013.,False,newdevelopment,True,True,,4043.0,{'typology': 'flat'},"{'subtitle': 'Arroios, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,,,True
33403177,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/45/18/d6/244153361.jpg,APTTM014,37,2,570000.0,{'price': {'amount': 570000.0}},flat,sale,123.0,3,2,Pena,Lisboa,Arroios,Pena,pt,38.7178669,-9.1367704,False,https://www.idealista.pt/empreendimento/33403177/,"Apartamento de 3 dormitorios con 123,43m2 insertado en el Edificio São Lázaro en el corazón de la zona histórica de la ciudad de Lisboa, cerca de Jardim de Torel, Mouraria y Campos M de la Patria. Situado en la Colina de Santana, el edificio se integra en el paisaje y entorno de los edificios circundantes, constando de 5 plantas, un apartamento por planta. Consta de amplio salón comedor con cocina de 33m2, suite 1 con 13,70m2, dormitorio 2 con 12,64m2, dormitorio 3 con 13,71m2. Acabados de alta calidad, aportándote toda la tranquilidad y confort de un apartamento de lujo. El apartamento se vende amueblado  Posibilidad de comprar las 5 fracciones juntas.  Categoría Energética: Exento  ref: APTTM014.",False,newdevelopment,True,True,,4634.0,{'typology': 'flat'},"{'subtitle': 'Arroios, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,,,True
33403147,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/25/41/4d/244152790.jpg,APTTMTMB017,92,1,740000.0,{'price': {'amount': 740000.0}},flat,sale,92.0,2,2,Centro,Lisboa,Campolide,Centro,pt,38.723552,-9.1624224,False,https://www.idealista.pt/empreendimento/33403147/,"Apartamento de 2 dormitorios con 92,4 m2, insertado en el Desarrollo Lx-Living Amoreiras, que consta de un gran salón de 23,96 m2 y cocina abierta, hall de entrada con 6,55 m2, suite con 12,62 m2 y WC con 5,09 m2, segundo dormitorio con 14,29 m2, aseo común con 3,81 m2, pasillo con 3,37 m2, 1 plaza de aparcamiento y 1 trastero. ¡Acabados de alta calidad, aportando confort y luz a su bienestar! IMOJOY Real Estate se encuentra en Cascais, Oeiras, Lisboa, Oporto, Braga, Algarve, Alentejo y la isla de Madeira. Nuestra misión es la satisfacción del cliente, con un equipo totalmente orientado y enfocado en el logro. Actuamos con rigor y profesionalidad en el desempeño de nuestras tareas. Te esperamos, para ayudarte a encontrar la solución que buscas, ¡en IMOJOY Real Estate hacemos negocios con sonrisas!  Categoría Energética: B  ref: APTTMTMB017.",False,newdevelopment,True,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",8043.0,{'typology': 'flat'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Piso'}",False,False,False,False,False,False,,,True
