propertyCode,thumbnail,externalReference,numPhotos,floor,price,priceInfo,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,hasVideo,status,newDevelopment,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,topPlus,parkingSpace,description,highlight,neighborhood,newDevelopmentFinished
33374196,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/b6/a4/92/242484864.jpg,APA_2163,44,5,490000.0,{'price': {'amount': 490000.0}},flat,sale,81.0,2,2,Nova Campolide,Lisboa,Campolide,Nova Campolide,pt,38.7328554,-9.1646779,False,https://www.idealista.pt/imovel/33374196/,False,good,False,True,6049.0,{'typology': 'flat'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Piso'}",True,False,True,False,False,False,,,{'groupDescription': 'Top'},,
33374163,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/d3/78/b7/244233897.jpg,2220-2228,24,5,850000.0,{'price': {'amount': 850000.0}},flat,sale,151.0,4,2,Casal Vistoso,Lisboa,Areeiro,Casal Vistoso,pt,38.7433884,-9.1272442,False,https://www.idealista.pt/imovel/33374163/,False,good,False,True,5629.0,{'typology': 'flat'},"{'subtitle': 'Areeiro, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,,
33315095,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/ba/90/92/242746313.jpg,126321039-6,44,,290000.0,{'price': {'amount': 290000.0}},flat,sale,77.0,1,1,rua do Funchal s/n,Lisboa,Arroios,São Jorge de Arroios,pt,38.733853,-9.1401023,True,https://www.idealista.pt/imovel/33315095/,True,good,False,,3766.0,{'typology': 'flat'},"{'subtitle': 'Estefânia, Lisboa', 'title': 'Piso en rua do Funchal s/n'}",False,False,False,False,False,False,,,,Estefânia,
33374134,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/db/f9/5f/242482389.jpg,84672768,20,1,980000.0,{'price': {'amount': 980000.0}},duplex,sale,140.0,2,3,Lapa,Lisboa,Estrela,Lapa,pt,38.7071745,-9.1614142,False,https://www.idealista.pt/imovel/33374134/,False,good,False,True,7000.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'Estrela, Lisboa', 'title': 'Dúplex'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}","Apartamento dúplex con 2 habitaciones en suite y un buen balcón en el salón, nuevo a estrenar, en un nuevo desarrollo situado en el corazón de Estrela, en Lisboa. De arquitectura contemporánea, ofrece excelentes acabados y materiales. Tiene una plaza de aparcamiento y un trastero.",,,
33374055,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/df/4a/e7/243243078.jpg,RGC0-017,23,1,675000.0,"{'price': {'amount': 675000.0, 'priceDropInfo': {'formerPrice': 745000.0, 'priceDropValue': 70000, 'priceDropPercentage': 9}}}",flat,sale,145.0,4,2,avenida Ressano Garcia,Lisboa,Avenidas Novas,Bairro Azul - Parque Eduardo VII,pt,38.7365329,-9.1557363,False,https://www.idealista.pt/imovel/33374055/,True,good,False,False,4655.0,{'typology': 'flat'},"{'subtitle': 'Avenidas Novas, Lisboa', 'title': 'Piso en avenida Ressano Garcia'}",True,False,False,False,False,False,,"Llegó la oportunidad de vivir en una de las mejores ubicaciones de Lisboa, en pleno Bairro Azul al lado del El Corte Inglés, en un apartamento remodelado con un encanto inigualable, con proyecto del arquitecto Nuno Brandão Costa (ganador del premio AICA 2021). Ubicado en la Av. Ressano Garcia, este apartamento se inserta en un edificio de 1936, ya de placa y con licencia de utilización, y en su intervención fueron elegidos materiales nobles como los mármoles y maderas macizas, y se mantuvieron muchos de los elementos originales, que le confiere el encanto característico de este tipo de apartamentos de Lisboa. Zona de almacenaje junto a la cocina. Este apartamento también presenta una exposición solar interesante y es aún posible realizar avenencia de estacionamiento muy cerca (parque SAMS). **Oferta 2º baño** Puesto que se trata de un T4, tenemos un presupuesto para colocación del 2º baño conforme al plano (ver antes y después), que será ofrecido por los propietarios. ¡Aprovecha esta oportunidad, marca ya tu visita! **Compartimos 5% a 50/50 con todas las agencias**.",,,
33374050,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/47/07/66/242476979.jpg,PF33406,21,,890000.0,{'price': {'amount': 890000.0}},flat,sale,145.0,2,2,Santa Catarina,Lisboa,Misericórdia,Santa Catarina,pt,38.7070206,-9.1489913,False,https://www.idealista.pt/imovel/33374050/,False,good,False,,6138.0,{'typology': 'flat'},"{'subtitle': 'Misericórdia, Lisboa', 'title': 'Piso'}",False,False,False,False,False,False,,,,,
33373943,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/7b/70/e1/242466347.jpg,2001010-251,28,1,510000.0,{'price': {'amount': 510000.0}},flat,sale,120.0,4,2,rua Frei Manuel do Cenáculo,Lisboa,Penha de França,Centro,pt,38.7261399,-9.1281353,False,https://www.idealista.pt/imovel/33373943/,True,good,False,False,4250.0,{'typology': 'flat'},"{'subtitle': 'Penha de França, Lisboa', 'title': 'Piso en rua Frei Manuel do Cenáculo'}",True,True,False,False,False,False,,,,,
33059726,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/c7/a6/2a/230140808.jpg,83509290,13,4,1050000.0,"{'price': {'amount': 1050000.0, 'priceDropInfo': {'formerPrice': 1150000.0, 'priceDropValue': 100000, 'priceDropPercentage': 9}}}",flat,sale,115.0,2,2,Av. da Liberdade - Marquês de Pombal,Lisboa,Santo António,Av. da Liberdade - Marquês de Pombal,pt,38.7290413,-9.1471331,False,https://www.idealista.pt/imovel/33059726/,False,good,False,True,9130.0,{'typology': 'flat'},"{'subtitle': 'Santo António, Lisboa', 'title': 'Piso'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}","Apartamento de 2 dormitorios y balcón-terraza en condominio privado con jardín con piscina y conserje.Tiene una ubicación privilegiada entre las plazas Duque de Saldanha y Marquês de Pombal, junto a la Avenida da Liberdade.El proyecto surgió de la rehabilitación de 4 edificios tradicionales, unidos por un jardín común, conservando las fachadas originales y dotando a los interiores de acabados y equipamientos de primera.Ofrece una plaza de aparcamiento.",,,
33373912,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/9e/e8/79/242462218.jpg,UNU.I.194.21418,20,1,265000.0,{'price': {'amount': 265000.0}},flat,sale,37.0,1,1,rua Capitão Leitão,Lisboa,Marvila,,pt,38.7379895,-9.1040893,False,https://www.idealista.pt/imovel/33373912/,True,good,False,False,7162.0,{'typology': 'flat'},"{'subtitle': 'Marvila, Lisboa', 'title': 'Piso en rua Capitão Leitão'}",True,False,False,False,False,False,,,,,
33373894,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/34/ea/fe/242461264.jpg,129384665,19,3,1250000.0,{'price': {'amount': 1250000.0}},penthouse,sale,149.0,4,4,rua Santos Pinto s/n,Lisboa,Estrela,Lapa,pt,38.7058638,-9.1660762,True,https://www.idealista.pt/imovel/33373894/,True,good,False,True,8389.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Estrela, Lisboa', 'title': 'Ático en rua Santos Pinto s/n'}",True,False,False,False,False,False,,"Situada en un edificio de cuatro plantas, en una ubicación privilegiada, este ático presenta una oportunidad única para quien tiene una mirada atenta a los emprendimientos inmobiliarios. Con: - 149m² de área útil - 24m² de terraza - 4 habitaciones (2 suites) - 4 baños - Garaje con dos plazas de aparcamiento - Ascensor - Actualmente en remodelación, se espera que esté concluida dentro de 6 a 8 meses. - Vista al río y a la ciudad Seed Real Estate, una empresa premiada y su principal socio en el mercado de lujo, mantiene la dedicación a la excelencia en todos los proyectos realizados. En asociación con especialistas en gestión, consultoría de corredores de hipotecas, diseño de interiores y mucho más, ofrecemos soluciones integrales para satisfacer todas las necesidades. En Seed Real Estate, nos enorgullecemos de nuestras respuestas rápidas y garantizamos que nos pondremos en contacto con usted en un plazo de 30 minutos. La casa de sus sueños está a solo un clic de distancia.",{'groupDescription': 'Top'},,
33373885,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/58/9a/ee/242458026.jpg,UNU.I.195.21418,20,2,635000.0,{'price': {'amount': 635000.0}},flat,sale,110.0,3,2,rua Capitão Leitão,Lisboa,Marvila,,pt,38.7391392,-9.1063672,False,https://www.idealista.pt/imovel/33373885/,True,good,False,False,5773.0,{'typology': 'flat'},"{'subtitle': 'Marvila, Lisboa', 'title': 'Piso en rua Capitão Leitão'}",True,False,False,False,False,False,,"¡Enamórate de este increíble apartamento de 3 dormitorios dúplex con impresionantes vistas al río Tajo, completamente remodelado y lleno de encanto! Ubicado en el corazón de Beato, esta propiedad se encuentra en el segundo piso de un edificio completamente rehabilitado y tranquilo con solo 3 pisos y 1 fracción por piso. Actualmente el apartamento se encuentra en fase de remodelación, cuya entrega está prevista para finales de julio. Características generales: - Sala de estar en espacio abierto con cocina totalmente equipada con electrodomésticos ""TEKA"" y termoacumulador (80lt); - 2 baños con sanitarios ""ROCA"", espejo de cristal y plato de ducha; - 3 habitaciones; - Armarios y vestidores lacados en blanco mate; - Falso techo con luces empotradas; - Suelo de pino clavado, cepillado y barnizado; - Carpintería de PVC blanco oscilobatiente con doble acristalamiento; - Preinstalación de aire acondicionado Esta es la oportunidad perfecta para adquirir tu nuevo hogar en una ubicación privilegiada y con acabados de alta calidad. Beato es un barrio situado en la zona oriental de Lisboa, conocido por ser una zona en crecimiento y en constante renovación. Situado entre el Parque de las Naciones y el centro histórico de la ciudad, Beato tiene una ubicación privilegiada que ofrece varias ventajas a sus residentes. Una de las principales ventajas de vivir en Beato es la proximidad al río Tajo y al Parque de las Naciones, donde se puede disfrutar de zonas verdes, carriles bici, restaurantes y tiendas. Además, la región cuenta con una excelente oferta de transporte público, incluyendo autobuses y trenes, y está cerca de accesos por carretera que permiten llegar rápidamente a otras partes de la ciudad. No pierdas esta oportunidad única de vivir en un espacio moderno, confortable y con unas vistas impresionantes. ¡Agenda ya tu visita y encuentra aquí la casa de tus sueños! _____________________________ ¿Por qué comprar con UNU Rede Imobiliária? ¡Porque UNU tiene para ofrecerle el mejor servicio a la hora de vender, comprar o alquilar una casa! Integridad, credibilidad y profesionalismo Las agencias inmobiliarias UNU basan su trabajo en estas 3 premisas. De esta forma, aseguramos a todos nuestros clientes un servicio de excelencia, altamente personalizado. ¡Creemos que el momento de comprar una casa debe ser un momento placentero y por eso, estamos aquí para ofrecerle el mejor servicio! Amplia cartera de inmuebles Las agencias inmobiliarias UNU tienen la ventaja de tener una visión única del mercado inmobiliario. Todos los días se registran en el portal inmobiliario UNU nuevas oportunidades de negocio para vender, comprar o alquilar una casa. Nuestros asesores inmobiliarios realizan varios estudios de mercado cada mes, con un profundo conocimiento del mercado inmobiliario donde operan, para poder asesorarle. Compartir para vender más rápido En UNU Rede Imobiliária trabajamos en régimen de compartición, por lo que al trabajar con nosotros, tiene la garantía de que buscaremos en toda la oferta del mercado su inmueble ideal. UNU Rede Imobiliária El mejor servicio inmobiliario para quien quiere comprar casa, vender casa o alquilar casa. unu.pt.",,,
33373858,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/f4/6e/d6/242457482.jpg,APA_218 (2),30,bj,895000.0,{'price': {'amount': 895000.0}},flat,sale,192.0,2,2,Santos-o-Velho - Madragoa,Lisboa,Estrela,Santos-o-Velho - Madragoa,pt,38.7104213,-9.1526214,False,https://www.idealista.pt/imovel/33373858/,True,good,False,False,4661.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,,,,,
33373672,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/1f/c2/cd/242440189.jpg,,42,,3900000.0,{'price': {'amount': 3900000.0}},chalet,sale,598.0,6,6,Restelo,Lisboa,Belém,Restelo,pt,38.7044378,-9.2165941,False,https://www.idealista.pt/imovel/33373672/,False,good,False,,6522.0,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}","{'subtitle': 'Belém, Lisboa', 'title': 'Chalet pareado'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}","Fantástica Vivienda situada en una de las calles más nobles y prestigiosas del Restelo a escasos minutos de la emblemática torre de Belém. Localizada en una zona exclusivamente de viviendas y próxima a todo tipo de servicios, comercios, transportes y diversas escuelas. Esta propiedad está compuesta por cuatro plantas y se distribuye de la siguiente manera: P. Baja - hall de entrada con imponente escalera, salón y comedor ambos con generosas dimensiones y acceso a un balcón, cocina totalmente equipada y muy funcional, office, despensa, aseo social. 1ª planta - área de circulación, aseo de apoyo a dos dormitorios, los cuales cuentan con buenas áreas, armarios empotrados y mucha luminosidad natural, una suite y una Master Suite con balcón y vestidor. Buhardilla - zona de trasteros, aseo completo y dormitorio. Sótano - hall de circulación, garaje, dormitorio, área técnica, trastero, despacho, aseo y dormitorio. En el exterior cuenta con una zona de comidas, un gran jardín con césped y piscina de grandes dimensiones. Para más información o agendamiento de visitas no dude en contactarnos. Información para profesionales del sector inmobiliario: - Disponible para visitas - OlharExótico Luxury Real Estate comparte la venta con empresas de mediación inmobiliaria con licencia AMI válida.",,,
33373640,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/78/3d/a1/242431665.jpg,APA_180,28,bj,349000.0,{'price': {'amount': 349000.0}},flat,sale,78.0,2,2,rua António Nobre,Lisboa,São Domingos de Benfica,Estrada de Benfica,pt,38.7480171,-9.1818362,False,https://www.idealista.pt/imovel/33373640/,False,good,False,False,4474.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Piso en rua António Nobre'}",False,False,False,False,False,False,,,,,
33373638,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/99/cd/ec/244002106.jpg,121511424-75,36,5,990000.0,{'price': {'amount': 990000.0}},penthouse,sale,177.0,1,2,rua do Telhal aos Olivais,Lisboa,Marvila,,pt,38.7462794,-9.0986278,False,https://www.idealista.pt/imovel/33373638/,True,good,False,True,5593.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Marvila, Lisboa', 'title': 'Ático en rua do Telhal aos Olivais'}",True,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}","Ático único y exclusivo, ubicado en el complejo de lujo Prata Riverside Village, caracterizado por el diseño llamativo del arquitecto Renzo Piano. Cuenta con una generosa terraza de 70m2, muy luminosa, en primera línea del río Tajo. El apartamento está situado en una zona muy tranquila y silenciosa, entre el emblemático barrio de Alfama y el Parque de las Naciones, conocido por ser el centro de negocios, congresos, comercio y ocio de Lisboa. El apartamento está revestido de materiales de alta calidad, aislamiento térmico y acústico, altamente ecológico y energéticamente eficiente. Se caracteriza, además, por poseer detalles que lo hacen verdaderamente especial, como: * Cocina de diseño italiano y electrodomésticos SMEG; * Electrodomésticos, sanitarios y pavimentos de alta calidad; * Paneles solares; * Ascensores panorámicos, con vistas al río Tajo; * Pantallas opacas eléctricas; * Una plaza de aparcamiento con cargador eléctrico individual; * Un trastero. La ubicación y estructura del apartamento lo convierten en una pequeña obra de arte. ¡Y esta obra de arte puede ser suya!",,,
33373632,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/5f/87/8b/242428023.jpg,121491481-50,23,1,434900.0,{'price': {'amount': 434900.0}},flat,sale,82.0,2,1,rua Ana de Castro Osório,Lisboa,Carnide,Quinta da Luz - Colombo,pt,38.7578861,-9.1883468,False,https://www.idealista.pt/imovel/33373632/,False,good,False,True,5304.0,{'typology': 'flat'},"{'subtitle': 'Carnide, Lisboa', 'title': 'Piso en rua Ana de Castro Osório'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,,
33179070,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/eb/f7/74/234766687.jpg,ALVER-215458,14,bj,415000.0,{'price': {'amount': 415000.0}},flat,sale,60.0,2,1,Centro,Lisboa,Campolide,Centro,pt,38.7256804,-9.1668675,False,https://www.idealista.pt/imovel/33179070/,True,good,False,False,6917.0,{'typology': 'flat'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Piso'}",False,False,False,False,False,False,,,,,
33179731,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/2e/8c/07/234783954.jpg,ALVER-215459,12,2,470000.0,{'price': {'amount': 470000.0}},flat,sale,76.0,2,1,Centro,Lisboa,Campolide,Centro,pt,38.7262328,-9.1665134,False,https://www.idealista.pt/imovel/33179731/,True,good,False,True,6184.0,{'typology': 'flat'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Piso'}",False,False,False,False,False,False,,,,,
33017530,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/1d/80/cb/245179367.jpg,58317,33,,368500.0,{'price': {'amount': 368500.0}},flat,sale,95.0,3,2,rua Maria Lalande s/n,Lisboa,Benfica,Pedralvas,pt,38.7531757,-9.2044655,True,https://www.idealista.pt/imovel/33017530/,False,good,False,True,3879.0,{'typology': 'flat'},"{'subtitle': 'Benfica, Lisboa', 'title': 'Piso en rua Maria Lalande s/n'}",True,True,False,False,False,False,,"Piso de tres dormitorios en Benfica, recientemente reformado para ofrecer comodidad y estilo. Este espacio ofrece aire acondicionado para una climatización óptima y marcos de ventanas de doble acristalamiento para un ambiente tranquilo. La cocina totalmente equipada cuenta con electrodomésticos Ariston Hot Point, garantizando funcionalidad y calidad. Los tres dormitorios tienen armarios empotrados, proporcionando un ambiente acogedor y funcional. Gracias a su privilegiada ubicación, podrá disfrutar de toda la variedad de comercios y transportes a la puerta de casa.  Acceso: Centro Comercial Colombo - 8 minutos Centro Comercial UBBO - 7 minutos Hospital Santa Maria - 12 minutos Hospital Luz - 5 minutos Mercado Municipal de Benfica - 2 minutos Accesos por carretera a pocos minutos: A36, 2ª circunvalación, IC17, IC16. No pierda la oportunidad de vivir en uno de los barrios más emblemáticos de Lisboa. Póngase en contacto y reserve ya su visita.",,,
33373447,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/f5/20/c8/242422577.jpg,UNU.I.193.21418,17,bj,235000.0,{'price': {'amount': 235000.0}},flat,sale,37.0,1,1,rua Capitão Leitão,Lisboa,Marvila,,pt,38.7409706,-9.1042512,False,https://www.idealista.pt/imovel/33373447/,True,good,False,False,6351.0,{'typology': 'flat'},"{'subtitle': 'Marvila, Lisboa', 'title': 'Piso en rua Capitão Leitão'}",True,False,False,False,False,False,,,,,
33373398,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/f4/a5/12/242439539.jpg,13742,25,,289000.0,{'price': {'amount': 289000.0}},flat,sale,67.0,2,1,rua Aliança Operária s/n,Lisboa,Alcântara,Alto de Alcântara,pt,38.7037597,-9.1907028,True,https://www.idealista.pt/imovel/33373398/,False,good,False,,4313.0,{'typology': 'flat'},"{'subtitle': 'Alcântara, Lisboa', 'title': 'Piso en rua Aliança Operária s/n'}",False,False,False,False,False,False,,"T2 en Ajuda con Vista al Río insertado en un 1er piso sin ascensor de un Edificio tradicional, ideal para Inversores o incluso para Vivienda propia. El Apartamento tiene buenas áreas, Sala con una hermosa vista sobre el Río Tajo, Cocina independiente con lavadero, 2 Habitaciones espaciosas y 1 Baño. Con Ubicación privilegiada, el residente tendrá a disposición todo tipo de Comercio local, Restaurantes, Servicios generales, Transportes Públicos, incluyendo la estación de Trenes de Belém. A 10 minutos en Coche del Centro Comercial das Amoreiras y a 20 minutos del Aeropuerto de Lisboa. Próximo al Palacio Nacional de Ajuda, Hospital Militar, Jardín Botánico, Pingo Doce, Mini Preço, Pasteles de Belém, Mercado de Ajuda y a los muchos monumentos históricos de la región, y también a la zona ribereña de Belém con el paseo marítimo del Tajo, donde se puede practicar footing y sus actividades al aire libre. PD: Frente al Condominio (Rua Aliança Operária), tenemos la Ruta 18E del Eléctrico que conecta la estación ferroviaria de Cais do Sodré con la zona residencial circundante de Ajuda, al noroeste de la estación. ¡No Pierda Tiempo y Marque ya su Visita!",,,
33373397,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/f2/f1/b1/242421217.jpg,APA_2_2 (2),13,3,2750000.0,{'price': {'amount': 2750000.0}},flat,sale,270.0,3,3,Rato - Amoreiras,Lisboa,Santo António,Rato - Amoreiras,pt,38.7204087,-9.1507847,False,https://www.idealista.pt/imovel/33373397/,False,good,False,True,10185.0,{'typology': 'flat'},"{'subtitle': 'Santo António, Lisboa', 'title': 'Piso'}",False,False,False,False,False,False,,"Feraboli Real Estate te presenta un apartamento excepcional ubicado en un piso alto de un edificio histórico, verdaderamente encantador y elegante ubicado en Marques Pombal. Doble sala de estar con techos altos majestuosos, balcón y vistas abiertas. 3 majestuosas suites y 2 dormitorios con baño compartido. Aire acondicionado reversible en todas las habitaciones. Las imágenes son representaciones en 3D y se utilizan como imágenes representativas. Para recibir fotos reales o reservar una visita, comuníquese con nuestra Oficina Privada.",,,
33373349,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/0e/9b/63/242420403.jpg,,46,3,1280000.0,{'price': {'amount': 1280000.0}},flat,sale,210.0,4,3,"rua de Santo António da Glória, 97",Lisboa,Santo António,Praça da Alegria,pt,38.717395,-9.1459354,True,https://www.idealista.pt/imovel/33373349/,False,good,False,False,6095.0,{'typology': 'flat'},"{'subtitle': 'Santo António, Lisboa', 'title': 'Piso en rua de Santo António da Glória, 97'}",True,False,False,False,False,False,,"*APARTAMENTO DE 200M2 A UN PASO DE LA AVENIDA DE LA LIBERTAD* Conoce la casa de tus sueños: -Apartamento de 210 m2 divididos en dos plantas: 1ª PLANTA, salón con balcón, cocina, cuatro habitaciones (una suite), un cuarto de baño completo, cocina totalmente equipada con balcón. 2ª PLANTA, una superficie de 80 m2 para crear un ambiente a tu gusto, cuarto de baño completo y terraza. Si te gustan los techos muy altos, suelo de madera, polilla antigua, luz natural y una reforma con mucho gusto, esta casa es para ti. -Ubicación: En una calle tranquila. A un paso de la Avenida De La Libertad y del Príncipe Real. Metro en la puerta. Los mejores restaurantes de Lisboa a tu alrededor. Comercio de lujo y tradicional y varios servicios. ¡Ven a conocernos y sorpréndete!",,,
33373306,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/62/76/1d/242416449.jpg,120611852-44,26,2,235000.0,{'price': {'amount': 235000.0}},flat,sale,40.0,2,1,"travessa do Pé-de-Ferro, 30",Lisboa,Estrela,Santos-o-Velho - Madragoa,pt,38.7088138,-9.157053,True,https://www.idealista.pt/imovel/33373306/,False,good,False,False,5875.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Piso en travessa do Pé-de-Ferro, 30'}",True,False,False,False,False,False,,"La proximidad a la zona ribereña de Lisboa no es solo una característica, sino un factor que marca una diferencia llamativa. Este apartamento de 2 dormitorios reformado destaca. La fusión perfecta entre diseño funcional y una ubicación privilegiada. Con buena exposición solar, cuenta con cocina equipada con nevera, campana extractora, vitrocerámica, horno, lavadora y calentador de agua. Baño con plato de ducha y ventana. Marcos oscilobatientes con doble acristalamiento. Terraza común* con acceso por la azotea, para que puedas disfrutar de una vista panorámica sobre la ciudad de Lisboa. El edificio se encuentra en buen estado de conservación, habiéndose reparado la fachada, la cubierta, la columna de saneamiento y la electricidad. Cerca de encantadores restaurantes y cafés, tiendas, museos, espacios culturales, colegios, la futura estación de metro de Santos, haz de este apartamento tu próximo hogar o una prometedora oportunidad de inversión. Valor del condominio: 200 euros/año. NOTA: *LA TERRAZA ES COMPARTIDA ENTRE LOS 6 CONDOMINIOS DEL EDIFICIO. Agente Angariador Juan Luis AMI 13534.",,,
33373273,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/a8/4d/92/242415898.jpg,OD1-216034,42,4,655000.0,"{'price': {'amount': 655000.0, 'priceDropInfo': {'formerPrice': 666000.0, 'priceDropValue': 11000, 'priceDropPercentage': 2}}}",penthouse,sale,121.0,3,2,Alvalade,Lisboa,Alvalade,Alvalade,pt,38.7474225,-9.1493619,False,https://www.idealista.pt/imovel/33373273/,True,good,False,True,5413.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Alvalade, Lisboa', 'title': 'Ático'}",True,False,False,False,False,False,,,,,
33373201,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/96/09/01/242412458.jpg,,8,2,206000.0,{'price': {'amount': 206000.0}},flat,sale,70.0,2,1,Gare do Oriente - Zona Sul,Lisboa,Parque das Nações,Gare do Oriente - Zona Sul,pt,38.7705683,-9.1046244,False,https://www.idealista.pt/imovel/33373201/,False,renew,False,True,2943.0,{'typology': 'flat'},"{'subtitle': 'Parque das Nações, Lisboa', 'title': 'Piso'}",False,False,False,False,False,False,,"INMUEBLE OCUPADO | NO DISPONIBLE PARA VISITAS Apartamento de 2 habitaciones con una superficie de 68 metros cuadrados, situado en Santa María de los Olivos, en la ciudad de Lisboa. Ubicado en zona residencial consolidada, el inmueble se encuentra próximo a los principales puntos de comercio, servicios, colegios y transportes públicos (próximo a estaciones de metro, trenes y paradas de autobuses). Cuenta con excelentes accesos, próximo a las principales carreteras, como la A1, A12 y A36. Inserto en la segunda planta en edificio con ascensor, este inmueble se distribuye por hall de entrada, salón común, cocina, dos habitaciones e instalación sanitaria. Más información a petición por correo electrónico.",,,
33373130,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/d5/84/3f/242411714.jpg,,25,3,750000.0,{'price': {'amount': 750000.0}},flat,sale,110.0,3,2,rua Almeida e Sousa,Lisboa,Campo de Ourique,Centro,pt,38.7152893,-9.1684646,False,https://www.idealista.pt/imovel/33373130/,True,good,False,True,6818.0,{'typology': 'flat'},"{'subtitle': 'Campo de Ourique, Lisboa', 'title': 'Piso en rua Almeida e Sousa'}",True,False,False,False,False,False,,"ROI de casi el 4,9% para esta zona específica. Ubicado en el corazón del prestigioso barrio de Campo de Ourique, en Lisboa, este apartamento de 109 m2, meticulosamente renovado, combina armoniosamente funcionalidad con un ambiente acogedor. Compuesto por tres habitaciones espaciosas, la entrada acogedora revela un pasillo en forma de alcoba que conduce a una sala de estar con balcón, creando un espacio de convivencia bañado por abundante luz natural gracias a su aspecto occidental. La cocina independiente y totalmente equipada dispone de un balcón, electrodomésticos Miele, una estufa a gas moderna, una despensa y una superficie de trabajo generosa. El balcón envolvente lo invita a disfrutar del aire libre en el soleado ambiente lisboeta. Cada habitación tiene armarios espaciosos, mientras que la suite ofrece un espacio generoso con un baño privado. Dos habitaciones ofrecen acceso al balcón orientado al oeste. El ascensor, las ventanas con doble acristalamiento y las recientes renovaciones aumentan el atractivo general de esta residencia. Con una ubicación ideal a solo 3 minutos del Jardim de Parada, cerca de Redbridge y del Lycée Français, el apartamento ocupa una posición central, ofreciendo fácil acceso a una variedad de tiendas.",,,
